OBJECTID,NAMOBJ,FCODE,REMARK,METADATA,SRS_ID,KDBBPS,KDCBPS,KDCPUM,KDEBPS,KDEPUM,KDPBPS,KDPKAB,KDPPUM,LUASWH,TIPADM,WADMKC,WADMKD,WADMKK,WADMPR,WIADKC,WIADKK,WIADPR,WIADKD,SHAPE_Length,SHAPE_Area
122,Aceh Timur,BA03050040,,TASWIL5000020230907KABKOTA,"4326", , , , ,, ,"11.03","11",5409.40641866427,4, , ,Aceh Timur,Aceh, , , ,0,5.2890312875253,0.440869215108124
123,Aceh Utara,BA03050040,,TASWIL5000020230907KABKOTA,"4326", , , , ,, ,"11.08","11",2705.25529095167,4, , ,Aceh Utara,Aceh, , , ,0,3.91312406877635,0.220600008477291
124,Agam,BA03050040,,TASWIL5000020230907KABKOTA,"4326", , , , ,, ,"13.06","13",2226.27036017677,4, , ,Agam,Sumatera Barat, , , ,0,2.81240922022806,0.180866105998803
125,Asahan,BA03050040,,TASWIL5000020230907KABKOTA,"4326", , , , ,, ,"12.09","12",3737.82989272831,4, , ,Asahan,Sumatera Utara, , , ,0,3.76868948882217,0.304020059457347
126,Bangka,BA03050040,,TASWIL5000020230907KABKOTA,"4326", , , , ,, ,"19.01","19",3016.84679849787,4, , ,Bangka,Kepulauan Bangka Belitung, , ,Sumatera Selatan,0,4.06803974797949,0.245224577530332
127,Bangka Barat,BA03050040,,TASWIL5000020230907KABKOTA,"4326", , , , ,, ,"19.05","19",2851.40828990813,4, , ,Bangka Barat,Kepulauan Bangka Belitung, ,Bangka,Sumatera Selatan,0,3.63591039112811,0.231774344009275
128,Bangka Selatan,BA03050040,,TASWIL5000020230907KABKOTA,"4326", , , , ,, ,"19.03","19",3598.23874134965,4, , ,Bangka Selatan,Kepulauan Bangka Belitung, ,Bangka,Sumatera Selatan,0,5.17338261887314,0.292659938503947
129,Bangka Tengah,BA03050040,,TASWIL5000020230907KABKOTA,"4326", , , , ,, ,"19.04","19",2259.98163708585,4, , ,Bangka Tengah,Kepulauan Bangka Belitung, ,Bangka,Sumatera Selatan,0,3.80974831011787,0.183764539842925
130,Banyuasin,BA03050040,,TASWIL5000020230907KABKOTA,"4326", , , , ,, ,"16.07","16",12262.7387312198,4, , ,Banyuasin,Sumatera Selatan, ,Musi Banyuasin, ,0,10.7051022826458,0.997194368709958
131,Batanghari,BA03050040,,TASWIL5000020230907KABKOTA,"4326", , , , ,, ,"15.04","15",5453.68918586207,4, , ,Batanghari,Jambi, , , ,0,4.90289507057903,0.443266755021538
132,Batu Bara,BA03050040,,TASWIL5000020230907KABKOTA,"4326", , , , ,, ,"12.19","12",888.142369921872,4, , ,Batu Bara,Sumatera Utara, ,Asahan, ,0,2.41913325344366,0.0722656593684959
133,Belitung,BA03050040,,TASWIL5000020230907KABKOTA,"4326", , , , ,, ,"19.02","19",2270.70769594653,4, , ,Belitung,Kepulauan Bangka Belitung, , ,Sumatera Selatan,0,6.73658352762222,0.184700324302639
134,Belitung Timur,BA03050040,,TASWIL5000020230907KABKOTA,"4326", , , , ,, ,"19.06","19",2588.40295231626,4, , ,Belitung Timur,Kepulauan Bangka Belitung, ,Belitung,Sumatera Selatan,0,5.05141161828115,0.210548926009943
135,Bener Meriah,BA03050040,,TASWIL5000020230907KABKOTA,"4326", , , , ,, ,"11.17","11",1907.39929778039,4, , ,Bener Meriah,Aceh, ,Aceh Tengah, ,0,2.45427827631365,0.15548317442638
136,Bengkalis,BA03050040,,TASWIL5000020230907KABKOTA,"4326", , , , ,, ,"14.03","14",8616.35798018262,4, , ,Bengkalis,Riau, , , ,0,7.82147949106413,0.700215051781604
137,Bengkulu Selatan,BA03050040,,TASWIL5000020230907KABKOTA,"4326", , , , ,, ,"17.01","17",1219.21803946351,4, , ,Bengkulu Selatan,Bengkulu, , , ,0,1.81713201959185,0.0993287731169067
138,Bengkulu Tengah,BA03050040,,TASWIL5000020230907KABKOTA,"4326", , , , ,, ,"17.09","17",1132.37980154036,4, , ,Bengkulu Tengah,Bengkulu, ,Bengkulu Utara, ,0,1.69106213945803,0.0921811750625307
139,Bengkulu Utara,BA03050040,,TASWIL5000020230907KABKOTA,"4326", , , , ,, ,"17.03","17",4481.99177192683,4, , ,Bengkulu Utara,Bengkulu, , , ,0,4.49043562232943,0.364775353825601
140,Bintan,BA03050040,,TASWIL5000020230907KABKOTA,"4326", , , , ,, ,"21.01","21",1317.1488944338,4, , ,Bintan,Kepulauan Riau, , , ,0,9.38969706177095,0.107022771702531
141,Bireuen,BA03050040,,TASWIL5000020230907KABKOTA,"4326", , , , ,, ,"11.11","11",1796.99237312238,4, , ,Bireuen,Aceh, ,Aceh Utara, ,0,2.0419852169648,0.146552808824404
142,Bungo,BA03050040,,TASWIL5000020230907KABKOTA,"4326", , , , ,, ,"15.08","15",4760.82699010067,4, , ,Bungo,Jambi, , , ,0,4.00056571644647,0.386920690897229
143,Dairi,BA03050040,<Null>,TASWIL5000020230907KABKOTA,"4326", , , , ,, ,"12.11","12",2083.60429962155,4, , ,Dairi,Sumatera Utara, , , ,0,2.37682956060789,0.169476903017638
144,Deli Serdang,BA03050040,,TASWIL5000020230907KABKOTA,"4326", , , , ,, ,"12.07","12",2581.23236021298,4, , ,Deli Serdang,Sumatera Utara, , , ,0,4.56355967625567,0.210079807508126
145,Dharmasraya,BA03050040,,TASWIL5000020230907KABKOTA,"4326", , , , ,, ,"13.10","13",2920.92501208847,4, , ,Dharmasraya,Sumatera Barat, ,Sawah Lunto, ,0,4.35566187689146,0.237344806927279
146,Empat Lawang,BA03050040,,TASWIL5000020230907KABKOTA,"4326", , , , ,, ,"16.11","16",2234.09673910094,4, , ,Empat Lawang,Sumatera Selatan, ,Lahat, ,0,2.52075343439642,0.181879907823516
147,Gayo Lues,BA03050040,,TASWIL5000020230907KABKOTA,"4326", , , , ,, ,"11.13","11",5541.28455442146,4, , ,Gayo Lues,Aceh, ,Aceh Tenggara, ,0,3.52366580459555,0.451240933566561
148,Humbang Hasundutan,BA03050040,<Null>,TASWIL5000020230907KABKOTA,"4326", , , , ,, ,"12.16","12",2351.51421770241,4, , ,Humbang Hasundutan,Sumatera Utara, ,Tapanuli Utara, ,0,2.33763697591932,0.191184267065437
149,Indragiri Hilir,BA03050040,,TASWIL5000020230907KABKOTA,"4326", , , , ,, ,"14.04","14",13521.2628347007,4, , ,Indragiri Hilir,Riau, , , ,0,7.37231237530624,1.09851042148892
150,Indragiri Hulu,BA03050040,,TASWIL5000020230907KABKOTA,"4326", , , , ,, ,"14.02","14",7871.84968404893,4, , ,Indragiri Hulu,Riau, , , ,0,4.58568097253238,0.639550848519725
151,Kampar,BA03050040,,TASWIL5000020230907KABKOTA,"4326", , , , ,, ,"14.01","14",10352.8025325346,4, , ,Kampar,Riau, , , ,0,7.83544312369111,0.841096503879164
152,Karimun,BA03050040,,TASWIL5000020230907KABKOTA,"4326", , , , ,, ,"21.02","21",930.452564925373,4, , ,Karimun,Kepulauan Riau, ,Bintan, ,0,9.43879730692946,0.0755986211540397
153,Karo,BA03050040,<Null>,TASWIL5000020230907KABKOTA,"4326", , , , ,, ,"12.06","12",2206.87626707438,4, , ,Karo,Sumatera Utara, , , ,0,2.7342060922199,0.179547635880647
154,Kaur,BA03050040,,TASWIL5000020230907KABKOTA,"4326", , , , ,, ,"17.04","17",2608.55629381017,4, , ,Kaur,Bengkulu, ,Bengkulu Selatan, ,0,2.93097893079987,0.212591958208681
155,Kepahiang,BA03050040,,TASWIL5000020230907KABKOTA,"4326", , , , ,, ,"17.08","17",738.965373021398,4, , ,Kepahiang,Bengkulu, ,Rejang Lebong, ,0,1.25949783887588,0.0601516399312979
156,Kepulauan Anambas,BA03050040,,TASWIL5000020230907KABKOTA,"4326", , , , ,, ,"21.05","21",627.026673005496,4, , ,Kepulauan Anambas,Kepulauan Riau, ,Natuna, ,0,11.4316710623456,0.0510125213246556
157,Kepulauan Mentawai,BA03050040,,TASWIL5000020230907KABKOTA,"4326", , , , ,, ,"13.09","13",5983.22249474596,4, , ,Kepulauan Mentawai,Sumatera Barat, ,Padang Pariaman, ,0,14.6985044837678,0.486363474611835
158,Kepulauan Meranti,BA03050040,,TASWIL5000020230907KABKOTA,"4326", , , , ,, ,"14.10","14",3623.5584753178,4, , ,Kepulauan Meranti,Riau, ,Bengkalis, ,0,5.55830216946804,0.294426091439094
159,Kepulauan Riau,BA03050040,,TASWIL5000020230907KABKOTA,"4326", , , , ,, ,,"21",0.0965138688588932,4, , ,,Kepulauan Riau, ,, ,0,0.0403706669772529,7.841723870225e-06
160,Kerinci,BA03050040,,TASWIL5000020230907KABKOTA,"4326", , , , ,, ,"15.01","15",3445.1959649448,4, , ,Kerinci,Jambi, , , ,0,3.0994923256952,0.28006374707182
161,Kota Banda Aceh,BA03050040,,TASWIL5000020230907KABKOTA,"4326", , , , ,, ,"11.71","11",56.7696384281158,5, , ,Kota Banda Aceh,Aceh, , , ,0,0.668506978804277,0.00463322488128698
162,Kota Bandar Lampung,BA03050040,,TASWIL5000020230907KABKOTA,"4326", , , , ,, ,"18.71","18",183.745100194222,5, , ,Kota Bandar Lampung,Lampung, , , ,0,1.06777371835675,0.014992727809589
163,Kota Batam,BA03050040,,TASWIL5000020230907KABKOTA,"4326", , , , ,, ,"21.71","21",1034.73217332391,5, , ,Kota Batam,Kepulauan Riau, ,Bintan, ,0,13.9234738533171,0.0840744009782246
164,Kota Bengkulu,BA03050040,,TASWIL5000020230907KABKOTA,"4326", , , , ,, ,"17.71","17",150.34827227058,5, , ,Kota Bengkulu,Bengkulu, , , ,0,0.924102307604911,0.0122412015477462
165,Kota Binjai,BA03050040,,TASWIL5000020230907KABKOTA,"4326", , , , ,, ,"12.75","12",93.7700748272726,5, , ,Kota Binjai,Sumatera Utara, , , ,0,0.651280893840014,0.00763262683748824
166,Kota Bukittinggi,BA03050040,,TASWIL5000020230907KABKOTA,"4326", , , , ,, ,"13.75","13",24.1727381838937,5, , ,Kota Bukittinggi,Sumatera Barat, , , ,0,0.267904052675306,0.00196384099262861
167,Kota Dumai,BA03050040,,TASWIL5000020230907KABKOTA,"4326", , , , ,, ,"14.72","14",2059.6127620926,5, , ,Kota Dumai,Riau, ,Bengkalis, ,0,2.6932229624844,0.167408051518974
168,Kota Gunungsitoli,BA03050040,,TASWIL5000020230907KABKOTA,"4326", , , , ,, ,"12.78","12",208.684402972791,5, , ,Kota Gunungsitoli,Sumatera Utara, ,Nias, ,0,0.941652079845774,0.0169579507525456
169,Kota Jambi,BA03050040,,TASWIL5000020230907KABKOTA,"4326", , , , ,, ,"15.71","15",169.887314504839,5, , ,Kota Jambi,Jambi, , , ,0,0.628202894891118,0.0138071582737858
170,Kota Langsa,BA03050040,,TASWIL5000020230907KABKOTA,"4326", , , , ,, ,"11.74","11",224.235263547096,5, , ,Kota Langsa,Aceh, ,Aceh Timur, ,0,1.04246772639402,0.0182714573654012
171,Kota Lhokseumawe,BA03050040,,TASWIL5000020230907KABKOTA,"4326", , , , ,, ,"11.73","11",132.965902339032,5, , ,Kota Lhokseumawe,Aceh, ,Aceh Utara, ,0,0.759884443152783,0.0108451393149131
172,Kota Lubuk Linggau,BA03050040,,TASWIL5000020230907KABKOTA,"4326", , , , ,, ,"16.73","16",367.725655894106,5, , ,Kota Lubuk Linggau,Sumatera Selatan, ,Musi Rawas, ,0,1.11335549201791,0.029921587942125
173,Kota Medan,BA03050040,,TASWIL5000020230907KABKOTA,"4326", , , , ,, ,"12.71","12",279.290433551893,5, , ,Kota Medan,Sumatera Utara, , , ,0,1.71864948736894,0.0227341961240252
174,Kota Metro,BA03050040,,TASWIL5000020230907KABKOTA,"4326", , , , ,, ,"18.72","18",73.214049645049,5, , ,Kota Metro,Lampung, ,Lampung Tengah, ,0,0.6174564609751,0.00597114186329517
175,Kota Padang,BA03050040,,TASWIL5000020230907KABKOTA,"4326", , , , ,, ,"13.71","13",694.336514562639,5, , ,Kota Padang,Sumatera Barat, , , ,0,1.86852329569375,0.0564153423427081
176,Kota Padang Panjang,BA03050040,,TASWIL5000020230907KABKOTA,"4326", , , , ,, ,"13.74","13",23.5600725211463,5, , ,Kota Padang Panjang,Sumatera Barat, , , ,0,0.272394284942088,0.00191410467298104
177,Kota Padang Sidempuan,BA03050040,,TASWIL5000020230907KABKOTA,"4326", , , , ,, ,"12.77","12",159.298374777936,5, , ,Kota Padang Sidempuan,Sumatera Utara, ,Tapanuli Selatan, ,0,0.474038798595441,0.012945257096305
178,Kota Pagar Alam,BA03050040,,TASWIL5000020230907KABKOTA,"4326", , , , ,, ,"16.72","16",625.91313829851,5, , ,Kota Pagar Alam,Sumatera Selatan, ,Lahat, ,0,1.40913381149868,0.0509778574066507
179,Kota Palembang,BA03050040,,TASWIL5000020230907KABKOTA,"4326", , , , ,, ,"16.71","16",352.522975798644,5, , ,Kota Palembang,Sumatera Selatan, , , ,0,1.31473011076359,0.0286768220356325
180,Kota Pangkal Pinang,BA03050040,,TASWIL5000020230907KABKOTA,"4326", , , , ,, ,"19.71","19",104.541536957499,5, , ,Kota Pangkal Pinang,Kepulauan Bangka Belitung, , ,Sumatera Selatan,0,0.525686618261518,0.00849865925594318
181,Kota Pariaman,BA03050040,,TASWIL5000020230907KABKOTA,"4326", , , , ,, ,"13.77","13",64.7672358833049,5, , ,Kota Pariaman,Sumatera Barat, ,Pariaman, ,0,0.482581471187824,0.00526203753504545
182,Kota Payakumbuh,BA03050040,,TASWIL5000020230907KABKOTA,"4326", , , , ,, ,"13.76","13",74.5515118099507,5, , ,Kota Payakumbuh,Sumatera Barat, , , ,0,0.442988349361191,0.00605667804844024
183,Kota Pekanbaru,BA03050040,,TASWIL5000020230907KABKOTA,"4326", , , , ,, ,"14.71","14",638.331320852918,5, , ,Kota Pekanbaru,Riau, , , ,0,1.42760792314738,0.0518609743118094
184,Kota Pematangsiantar,BA03050040,,TASWIL5000020230907KABKOTA,"4326", , , , ,, ,"12.72","12",75.9185600081071,5, , ,Kota Pematangsiantar,Sumatera Utara, , , ,0,0.55508032153438,0.00617571930588815
185,Kota Prabumulih,BA03050040,,TASWIL5000020230907KABKOTA,"4326", , , , ,, ,"16.74","16",447.311161669357,5, , ,Kota Prabumulih,Sumatera Selatan, ,Muara Enim, ,0,1.15226370275471,0.036404116825573
186,Kota Sabang,BA03050040,,TASWIL5000020230907KABKOTA,"4326", , , , ,, ,"11.72","11",122.063048685055,5, , ,Kota Sabang,Aceh, , , ,0,0.923216477683189,0.00996682831685859
187,Kota Sawahlunto,BA03050040,,TASWIL5000020230907KABKOTA,"4326", , , , ,, ,"13.73","13",231.945427384105,5, , ,Kota Sawahlunto,Sumatera Barat, , , ,0,0.741966895324745,0.0188446521689538
188,Kota Sibolga,BA03050040,,TASWIL5000020230907KABKOTA,"4326", , , , ,, ,"12.73","12",11.4710426827097,5, , ,Kota Sibolga,Sumatera Utara, , , ,0,0.185820374805896,0.000932337352579515
189,Kota Solok,BA03050040,,TASWIL5000020230907KABKOTA,"4326", , , , ,, ,"13.72","13",58.7199425570031,5, , ,Kota Solok,Sumatera Barat, , , ,0,0.462536036768421,0.00477089422505479
190,Kota Subulussalam,BA03050040,,TASWIL5000020230907KABKOTA,"4326", , , , ,, ,"11.75","11",1183.60080585654,5, , ,Kota Subulussalam,Aceh, ,Aceh Singkil, ,0,1.82130574221926,0.0962633536401101
191,Kota Sungai Penuh,BA03050040,,TASWIL5000020230907KABKOTA,"4326", , , , ,, ,"15.72","15",364.924202642094,5, , ,Kota Sungai Penuh,Jambi, ,Kerinci, ,0,0.77536583436916,0.029666418715115
192,Kota Tanjung Balai,BA03050040,,TASWIL5000020230907KABKOTA,"4326", , , , ,, ,"12.74","12",60.0720621791207,5, , ,Kota Tanjung Balai,Sumatera Utara, , , ,0,0.377391227017104,0.00488667097527366
193,Kota Tanjung Pinang,BA03050040,,TASWIL5000020230907KABKOTA,"4326", , , , ,, ,"21.72","21",150.372969306182,5, , ,Kota Tanjung Pinang,Kepulauan Riau, ,Bintan, ,0,1.29646031529865,0.012217968180093
194,Kota Tebing Tinggi,BA03050040,,TASWIL5000020230907KABKOTA,"4326", , , , ,, ,"12.76","12",39.1696858868139,5, , ,Kota Tebing Tinggi,Sumatera Utara, , , ,0,0.492078983559593,0.0031874130366075
195,Kuantan Singingi,BA03050040,,TASWIL5000020230907KABKOTA,"4326", , , , ,, ,"14.09","14",5457.8626223982,4, , ,Kuantan Singingi,Riau, ,Indragiri hulu, ,0,4.11162115584341,0.443419280545379
196,Labuhanbatu,BA03050040,,TASWIL5000020230907KABKOTA,"4326", , , , ,, ,"12.10","12",2772.38401431379,4, , ,Labuhanbatu,Sumatera Utara, , , ,0,4.17169828543277,0.225406957358682
197,Labuhanbatu Selatan,BA03050040,,TASWIL5000020230907KABKOTA,"4326", , , , ,, ,"12.22","12",3079.61005874113,4, , ,Labuhanbatu Selatan,Sumatera Utara, ,Labuhanbatu, ,0,3.82292413101893,0.25031730715123
198,Labuhanbatu Utara,BA03050040,,TASWIL5000020230907KABKOTA,"4326", , , , ,, ,"12.23","12",3686.01280273987,4, , ,Labuhanbatu Utara,Sumatera Utara, ,Labuhanbatu, ,0,3.55827887335399,0.299714669741037
199,Lahat,BA03050040,,TASWIL5000020230907KABKOTA,"4326", , , , ,, ,"16.04","16",4333.06459432759,4, , ,Lahat,Sumatera Selatan, , , ,0,4.81807518876971,0.352790238301231
200,Lampung Barat,BA03050040,,TASWIL5000020230907KABKOTA,"4326", , , , ,, ,"18.04","18",2107.99278887548,4, , ,Lampung Barat,Lampung, ,Lampung Utara, ,0,2.66978182044788,0.171905184326228
201,Lampung Tengah,BA03050040,,TASWIL5000020230907KABKOTA,"4326", , , , ,, ,"18.02","18",4559.56963492588,4, , ,Lampung Tengah,Lampung, , , ,0,5.73322890160748,0.371724533912199
202,Lampung Timur,BA03050040,,TASWIL5000020230907KABKOTA,"4326", , , , ,, ,"18.07","18",3860.92015171704,4, , ,Lampung Timur,Lampung, ,Lampung Tengah, ,0,4.49354537205078,0.314895069966112
203,Lampung Utara,BA03050040,,TASWIL5000020230907KABKOTA,"4326", , , , ,, ,"18.03","18",2669.30412715285,4, , ,Lampung Utara,Lampung, , , ,0,3.01685421823963,0.217599097735888
204,Langkat,BA03050040,,TASWIL5000020230907KABKOTA,"4326", , , , ,, ,"12.05","12",6140.03532891109,4, , ,Langkat,Sumatera Utara, , , ,0,5.16659457472276,0.49984530689531
205,Lebong,BA03050040,,TASWIL5000020230907KABKOTA,"4326", , , , ,, ,"17.07","17",1666.62141231725,4, , ,Lebong,Bengkulu, ,Rejang Lebong, ,0,2.28499366628214,0.135590206867376
206,Lima Puluh Kota,BA03050040,,TASWIL5000020230907KABKOTA,"4326", , , , ,, ,"13.07","13",3273.40482503485,4, , ,Lima Puluh Kota,Sumatera Barat, , , ,0,3.90223840362101,0.265935661179466
207,Lingga,BA03050040,,TASWIL5000020230907KABKOTA,"4326", , , , ,, ,"21.04","21",2210.81918430603,4, , ,Lingga,Kepulauan Riau, ,Bintan, ,0,20.9797303182368,0.179612109316403
208,Mandailing Natal,BA03050040,,TASWIL5000020230907KABKOTA,"4326", , , , ,, ,"12.13","12",6547.25740034359,4, , ,Mandailing Natal,Sumatera Utara, ,Tapanuli Selatan, ,0,5.6446265376277,0.531956436125248
209,Merangin,BA03050040,,TASWIL5000020230907KABKOTA,"4326", , , , ,, ,"15.02","15",7540.11789018544,4, , ,Merangin,Jambi, , , ,0,5.14765914154004,0.61300880034303
210,Mesuji,BA03050040,,TASWIL5000020230907KABKOTA,"4326", , , , ,, ,"18.11","18",2200.41373524248,4, , ,Mesuji,Lampung, ,Tulang Bawang, ,0,2.89451447414842,0.179194038992935
211,Muara Enim,BA03050040,,TASWIL5000020230907KABKOTA,"4326", , , , ,, ,"16.03","16",6763.91165101479,4, , ,Muara Enim,Sumatera Selatan, , , ,0,7.79923327760343,0.550593739075232
212,Muaro Jambi,BA03050040,,TASWIL5000020230907KABKOTA,"4326", , , , ,, ,"15.05","15",5159.62279724181,4, , ,Muaro Jambi,Jambi, ,Batang Hari, ,0,5.58293463579378,0.419336128927425
213,Muko Muko,BA03050040,,TASWIL5000020230907KABKOTA,"4326", , , , ,, ,"17.06","17",4138.67744947625,4, , ,Muko Muko,Bengkulu, ,Bengkulu Utara, ,0,2.86802508124044,0.33659274702356
214,Musi Banyuasin,BA03050040,,TASWIL5000020230907KABKOTA,"4326", , , , ,, ,"16.06","16",14550.7875065287,4, , ,Musi Banyuasin,Sumatera Selatan, , , ,0,7.70946974584728,1.1831945340043
215,Musi Rawas,BA03050040,,TASWIL5000020230907KABKOTA,"4326", , , , ,, ,"16.05","16",6122.58775537599,4, , ,Musi Rawas,Sumatera Selatan, , , ,0,4.80768688489331,0.498146605877372
216,Musi Rawas Utara,BA03050040,,TASWIL5000020230907KABKOTA,"4326", , , , ,, ,"16.13","16",5937.80294754568,4, , ,Musi Rawas Utara,Sumatera Selatan, ,Musi Rawas, ,0,4.1813565380929,0.482931861074485
217,Nagan Raya,BA03050040,,TASWIL5000020230907KABKOTA,"4326", , , , ,, ,"11.15","11",3524.16434222227,4, , ,Nagan Raya,Aceh, ,Aceh Barat, ,0,3.35603763939542,0.287045501578461
218,Natuna,BA03050040,,TASWIL5000020230907KABKOTA,"4326", , , , ,, ,"21.03","21",1999.15471588858,4, , ,Natuna,Kepulauan Riau, ,Bintan, ,0,8.60363695558191,0.162762283562755
219,Nias,BA03050040,,TASWIL5000020230907KABKOTA,"4326", , , , ,, ,"12.04","12",902.395097243313,4, , ,Nias,Sumatera Utara, ,Nias, ,0,1.84979636822973,0.0733241091200819
220,Nias Barat,BA03050040,,TASWIL5000020230907KABKOTA,"4326", , , , ,, ,"12.25","12",464.219462050456,4, , ,Nias Barat,Sumatera Utara, ,Nias, ,0,1.70008383162139,0.0377195686871809
221,Nias Selatan,BA03050040,,TASWIL5000020230907KABKOTA,"4326", , , , ,, ,"12.14","12",2531.70286628564,4, , ,Nias Selatan,Sumatera Utara, ,Nias, ,0,8.43309513303777,0.205689409455198
222,Nias Utara,BA03050040,,TASWIL5000020230907KABKOTA,"4326", , , , ,, ,"12.24","12",1238.05510025134,4, , ,Nias Utara,Sumatera Utara, ,Nias, ,0,2.91673806524841,0.100606648467713
223,Ogan Ilir,BA03050040,,TASWIL5000020230907KABKOTA,"4326", , , , ,, ,"16.10","16",2302.85791909446,4, , ,Ogan Ilir,Sumatera Selatan, ,Ogan Komering Ilir, ,0,3.13035647412964,0.187411220971087
224,Ogan Komering Ilir,BA03050040,,TASWIL5000020230907KABKOTA,"4326", , , , ,, ,"16.02","16",17071.3324851839,4, , ,Ogan Komering Ilir,Sumatera Selatan, , , ,0,10.139774271113,1.38925482818918
225,Ogan Komering Ulu,BA03050040,,TASWIL5000020230907KABKOTA,"4326", , , , ,, ,"16.01","16",3774.49692358034,4, , ,Ogan Komering Ulu,Sumatera Selatan, , , ,0,3.83509178235834,0.307408170983791
226,Ogan Komering Ulu Selatan,BA03050040,,TASWIL5000020230907KABKOTA,"4326", , , , ,, ,"16.09","16",4369.25203396092,4, , ,Ogan Komering Ulu Selatan,Sumatera Selatan, ,Ogan Komering Ulu, ,0,3.73417238300055,0.356074391161861
227,Ogan Komering Ulu Timur,BA03050040,,TASWIL5000020230907KABKOTA,"4326", , , , ,, ,"16.08","16",3412.71617149792,4, , ,Ogan Komering Ulu Timur,Sumatera Selatan, ,Ogan Komering Ulu, ,0,4.85826793612503,0.277937567784569
228,Padang Lawas,BA03050040,,TASWIL5000020230907KABKOTA,"4326", , , , ,, ,"12.21","12",3914.41335388502,4, , ,Padang Lawas,Sumatera Utara, ,Tapanuli Selatan, ,0,3.52846622147363,0.318073201661658
229,Padang Lawas Utara,BA03050040,,TASWIL5000020230907KABKOTA,"4326", , , , ,, ,"12.20","12",3945.5571993561,4, , ,Padang Lawas Utara,Sumatera Utara, ,Tapanuli Selatan, ,0,5.21216139402235,0.320662337415838
230,Pakpak Bharat,BA03050040,,TASWIL5000020230907KABKOTA,"4326", , , , ,, ,"12.15","12",1365.6073558826,4, , ,Pakpak Bharat,Sumatera Utara, ,Dairi, ,0,1.75136580475121,0.111050334232577
231,Pasaman,BA03050040,,TASWIL5000020230907KABKOTA,"4326", , , , ,, ,"13.08","13",3902.44394673872,4, , ,Pasaman,Sumatera Barat, , , ,0,3.91441217786476,0.317048331335155
232,Pelalawan,BA03050040,,TASWIL5000020230907KABKOTA,"4326", , , , ,, ,"14.05","14",13262.1130956574,4, , ,Pelalawan,Riau, ,Kampar, ,0,7.46682963301703,1.07744385200431
233,Penukal Abab Lematang Ilir,BA03050040,,TASWIL5000020230907KABKOTA,"4326", , , , ,, ,"16.12","16",1842.56321638408,4, , ,Penukal Abab Lematang Ilir,Sumatera Selatan, ,Muara Enim, ,0,2.65789959123137,0.149919343018278
234,Pesawaran,BA03050040,,TASWIL5000020230907KABKOTA,"4326", , , , ,, ,"18.09","18",1288.07920678768,4, , ,Pesawaran,Lampung, ,Lampung Selatan, ,0,4.7853075390323,0.105111646245126
235,Pesisir Barat,BA03050040,,TASWIL5000020230907KABKOTA,"4326", , , , ,, ,"18.13","18",2939.5981533967,4, , ,Pesisir Barat,Lampung, ,Lampung Barat, ,0,4.54629195542985,0.239830092612181
236,Pesisir Selatan,BA03050040,,TASWIL5000020230907KABKOTA,"4326", , , , ,, ,"13.01","13",6045.64886951579,4, , ,Pesisir Selatan,Sumatera Barat, , , ,0,5.43295017862632,0.491385130567908
237,Pidie,BA03050040,,TASWIL5000020230907KABKOTA,"4326", , , , ,, ,"11.07","11",3177.48517349596,4, , ,Pidie,Aceh, , , ,0,3.56407048065647,0.259123987029424
238,Pidie Jaya,BA03050040,,TASWIL5000020230907KABKOTA,"4326", , , , ,, ,"11.18","11",939.004452166694,4, , ,Pidie Jaya,Aceh, ,Pidie, ,0,1.43062367119561,0.0765836433702561
239,Pringsewu,BA03050040,,TASWIL5000020230907KABKOTA,"4326", , , , ,, ,"18.10","18",617.192124001797,4, , ,Pringsewu,Lampung, ,Tanggamus, ,0,1.88500283099899,0.0503537324129837
240,Rejang Lebong,BA03050040,,TASWIL5000020230907KABKOTA,"4326", , , , ,, ,"17.02","17",1559.41883395139,4, , ,Rejang Lebong,Bengkulu, , , ,0,2.15247508028372,0.12690999421108
241,Rokan Hilir,BA03050040,,TASWIL5000020230907KABKOTA,"4326", , , , ,, ,"14.07","14",9068.45847883631,4, , ,Rokan Hilir,Riau, ,Bengkalis, ,0,6.32413452192646,0.737081443501193
242,Rokan Hulu,BA03050040,,TASWIL5000020230907KABKOTA,"4326", , , , ,, ,"14.06","14",7658.1490877592,4, , ,Rokan Hulu,Riau, ,Kampar, ,0,6.12306366433944,0.622243411778855
243,Samosir,BA03050040,<Null>,TASWIL5000020230907KABKOTA,"4326", , , , ,, ,"12.17","12",1850.0350666246,4, , ,Samosir,Sumatera Utara, ,Toba Samosir, ,0,1.8408969935382,0.150445130735331
244,Sarolangun,BA03050040,,TASWIL5000020230907KABKOTA,"4326", , , , ,, ,"15.03","15",5935.89445689296,4, , ,Sarolangun,Jambi, ,Merangin, ,0,4.88293910851518,0.482621042820396
245,Seluma,BA03050040,,TASWIL5000020230907KABKOTA,"4326", , , , ,, ,"17.05","17",2432.16358983265,4, , ,Seluma,Bengkulu, ,Bengkulu Selatan, ,0,2.5236035037511,0.198073483514894
246,Serdang Bedagai,BA03050040,,TASWIL5000020230907KABKOTA,"4326", , , , ,, ,"12.18","12",1949.18009521973,4, , ,Serdang Bedagai,Sumatera Utara, ,Deli Serdang, ,0,3.26386235526353,0.158619944451161
