OBJECTID,NAMOBJ,FCODE,REMARK,METADATA,SRS_ID,KDBBPS,KDCBPS,KDCPUM,KDEBPS,KDEPUM,KDPBPS,KDPKAB,KDPPUM,LUASWH,TIPADM,WADMKC,WADMKD,WADMKK,WADMPR,WIADKC,WIADKK,WIADPR,WIADKD,SHAPE_Length,SHAPE_Area
499,Dogiyai,BA03050040, ,TASWIL5000020230907KABKOTA,"4326", , , , ,, ,"94.06","94",3792.92814779396,4, , ,Dogiyai,Papua Tengah, ,Nabire,Papua,0,4.13558797223909,0.308897883462042
500,Fak Fak,BA03050040, ,TASWIL5000020230907KABKOTA,"4326", , , , ,, ,"92.03","92",9736.54527686265,4, , ,Fak Fak,Papua Barat, , ,Papua,0,15.1385040180269,0.792155739115915
501,Intan Jaya,BA03050040, ,TASWIL5000020230907KABKOTA,"4326", , , , ,, ,"94.07","94",5334.44487314085,4, , ,Intan Jaya,Papua Tengah, ,Paniai,Papua,0,4.44111790840825,0.434180629297995
502,Jayapura,BA03050040, ,TASWIL5000020230907KABKOTA,"4326", , , , ,, ,"91.03","91",14082.2122578153,4, , ,Jayapura,Papua, , , ,0,9.52170493240719,1.14561199815369
503,Jayawijaya,BA03050040, ,TASWIL5000020230907KABKOTA,"4326", , , , ,, ,"95.01","95",2629.00973709105,4, , ,Jayawijaya,Papua Pegunungan, , ,Papua,0,3.13720308690232,0.214115278699272
504,Kaimana,BA03050040, ,TASWIL5000020230907KABKOTA,"4326", , , , ,, ,"92.08","92",17849.2155958209,4, , ,Kaimana,Papua Barat, ,Fak Fak,Papua,0,23.582871959567,1.45289051653689
505,Keerom,BA03050040, ,TASWIL5000020230907KABKOTA,"4326", , , , ,, ,"91.11","91",9526.31538330307,4, , ,Keerom,Papua, ,Jayapura, ,0,6.07708966622775,0.775256858573847
506,Kepulauan Yapen,BA03050040, ,TASWIL5000020230907KABKOTA,"4326", , , , ,, ,"91.05","91",2429.0300227045,4, , ,Kepulauan Yapen,Papua, , , ,0,8.55393507975411,0.197425925619974
507,Kota Jayapura,BA03050040, ,TASWIL5000020230907KABKOTA,"4326", , , , ,, ,"91.71","91",835.479147076575,5, , ,Kota Jayapura,Papua, ,Jayapura, ,0,2.36790963878338,0.0679466217870905
508,Kota Sorong,BA03050040, ,TASWIL5000020230907KABKOTA,"4326", , , , ,, ,"96.71","96",205.260572338384,5, , ,Kota Sorong,Papua Barat Daya, ,Sorong,Papua Barat,0,1.22988824745456,0.0166774127954396
509,Lanny Jaya,BA03050040, ,TASWIL5000020230907KABKOTA,"4326", , , , ,, ,"95.07","95",2339.77460350829,4, , ,Lanny Jaya,Papua Pegunungan, ,Jayawijaya,Papua,0,3.05235674234477,0.190528033376143
510,Mamberamo Raya,BA03050040, ,TASWIL5000020230907KABKOTA,"4326", , , , ,, ,"91.20","91",28042.3912459155,4, , ,Mamberamo Raya,Papua, ,Sarmi, ,0,13.6643766569833,2.28030775227947
511,Mamberamo Tengah,BA03050040, ,TASWIL5000020230907KABKOTA,"4326", , , , ,, ,"95.05","95",4101.48554359445,4, , ,Mamberamo Tengah,Papua Pegunungan, ,Jayawijaya,Papua,0,4.71927555181982,0.333830900852048
512,Manokwari,BA03050040, ,TASWIL5000020230907KABKOTA,"4326", , , , ,, ,"92.02","92",2763.01789582046,4, , ,Manokwari,Papua Barat, , ,Papua,0,3.55287341476034,0.224499695579925
513,Mappi,BA03050040, ,TASWIL5000020230907KABKOTA,"4326", , , , ,, ,"93.03","93",24262.2272830548,4, , ,Mappi,Papua Selatan, ,Merauke,Papua,0,8.97513087475739,1.98357914161817
514,Maybrat,BA03050040, ,TASWIL5000020230907KABKOTA,"4326", , , , ,, ,"96.05","96",5385.6792328453,4, , ,Maybrat,Papua Barat Daya, ,Sorong,Papua Barat,0,4.04310214878724,0.437665404130292
515,Merauke,BA03050040, ,TASWIL5000020230907KABKOTA,"4326", , , , ,, ,"93.01","93",45013.3538019092,4, , ,Merauke,Papua Selatan, , ,Papua,0,19.4738929541296,3.69052039227492
516,Mimika,BA03050040, ,TASWIL5000020230907KABKOTA,"4326", , , , ,, ,"94.04","94",18298.9475457053,4, , ,Mimika,Papua Tengah, , ,Papua,0,12.6656809115132,1.49114923840379
517,Nabire,BA03050040, ,TASWIL5000020230907KABKOTA,"4326", , , , ,, ,"94.01","94",11806.0881538566,4, , ,Nabire,Papua Tengah, , ,Papua,0,11.5437430004446,0.960785354303415
518,Nduga,BA03050040, ,TASWIL5000020230907KABKOTA,"4326", , , , ,, ,"95.08","95",5886.891448157,4, , ,Nduga,Papua Pegunungan, ,Jayawijaya,Papua,0,4.73268913220154,0.479637158058546
519,Paniai,BA03050040, ,TASWIL5000020230907KABKOTA,"4326", , , , ,, ,"94.03","94",5306.87117011858,4, , ,Paniai,Papua Tengah, , ,Papua,0,4.22472545524472,0.432058865870164
520,Pegunungan Arfak,BA03050040, ,TASWIL5000020230907KABKOTA,"4326", , , , ,, ,"92.12","92",3298.8112193929,4, , ,Pegunungan Arfak,Papua Barat, ,Manokwari,Papua,0,4.15437602211717,0.268064769726041
521,Pegunungan Bintang,BA03050040, ,TASWIL5000020230907KABKOTA,"4326", , , , ,, ,"95.02","95",13751.9152564036,4, , ,Pegunungan Bintang,Papua Pegunungan, ,Jayawijaya,Papua,0,6.38803514439085,1.12067416367093
522,Puncak,BA03050040, ,TASWIL5000020230907KABKOTA,"4326", , , , ,, ,"94.05","94",7701.03115389531,4, , ,Puncak,Papua Tengah, ,Puncak Jaya,Papua,0,6.56917948699555,0.626897577632807
523,Puncak Jaya,BA03050040, ,TASWIL5000020230907KABKOTA,"4326", , , , ,, ,"94.02","94",5986.18984234898,4, , ,Puncak Jaya,Papua Tengah, , ,Papua,0,4.59742025921633,0.487181441606665
524,Raja Ampat,BA03050040, ,TASWIL5000020230907KABKOTA,"4326", , , , ,, ,"96.03","96",7442.30627908187,4, , ,Raja Ampat,Papua Barat Daya, ,Sorong,Papua Barat,0,47.8395060641851,0.604738540988164
525,Sarmi,BA03050040, ,TASWIL5000020230907KABKOTA,"4326", , , , ,, ,"91.10","91",14068.3737441257,4, , ,Sarmi,Papua, ,Jayapura, ,0,11.4902362416106,1.14397919979558
526,Sorong,BA03050040, ,TASWIL5000020230907KABKOTA,"4326", , , , ,, ,"96.01","96",7564.65293806629,4, , ,Sorong,Papua Barat Daya, , ,Papua Barat,0,11.1522690904638,0.614683104334249
527,Sorong Selatan,BA03050040, ,TASWIL5000020230907KABKOTA,"4326", , , , ,, ,"96.02","96",6570.23062545248,4, , ,Sorong Selatan,Papua Barat Daya, ,Sorong,Papua Barat,0,5.59975720542012,0.534014386658482
528,Supiori,BA03050040, ,TASWIL5000020230907KABKOTA,"4326", , , , ,, ,"91.19","91",660.611723589128,4, , ,Supiori,Papua, ,Biak Numfor, ,0,3.38191482935292,0.0536731325627782
529,Tambrauw,BA03050040, ,TASWIL5000020230907KABKOTA,"4326", , , , ,, ,"96.04","96",11954.8181621063,4, , ,Tambrauw,Papua Barat Daya, ,Sorong,Papua Barat,0,5.76883684087243,0.971320003431547
530,Teluk Bintuni,BA03050040, ,TASWIL5000020230907KABKOTA,"4326", , , , ,, ,"92.06","92",19943.285320227,4, , ,Teluk Bintuni,Papua Barat, ,Manokwari,Papua,0,23.6301008578751,1.62137814848658
531,Teluk Wondama,BA03050040, ,TASWIL5000020230907KABKOTA,"4326", , , , ,, ,"92.07","92",4847.34036167402,4, , ,Teluk Wondama,Papua Barat, ,Manokwari,Papua,0,11.7215241685073,0.394288022823862
532,Tolikara,BA03050040, ,TASWIL5000020230907KABKOTA,"4326", , , , ,, ,"95.04","95",2990.00844880267,4, , ,Tolikara,Papua Pegunungan, ,Jayawijaya,Papua,0,3.35724853772882,0.243348295186455
533,Waropen,BA03050040, ,TASWIL5000020230907KABKOTA,"4326", , , , ,, ,"91.15","91",10778.766755761,4, , ,Waropen,Papua, ,Yapen Waropen, ,0,7.26174952493188,0.876665218551754
534,Yahukimo,BA03050040, ,TASWIL5000020230907KABKOTA,"4326", , , , ,, ,"95.03","95",16365.9376546595,4, , ,Yahukimo,Papua Pegunungan, ,Jayawijaya,Papua,0,7.04217052795381,1.33355103011415
535,Yalimo,BA03050040, ,TASWIL5000020230907KABKOTA,"4326", , , , ,, ,"95.06","95",3148.30800831894,4, , ,Yalimo,Papua Pegunungan, ,Jayawijaya,Papua,0,4.95247529983419,0.256318826581233
536,Pasaman Barat,BA03050040,,TASWIL5000020230907KABKOTA,"4326", , , , ,, ,"13.12","13",3852.99283680129,4, , ,Pasaman Barat,Sumatera Barat, ,Pasaman, ,0,3.78929522954568,0.313023799095705
537,Lampung Selatan,BA03050040,,TASWIL5000020230907KABKOTA,"4326", , , , ,, ,"18.01","18",2227.37926069269,4, , ,Lampung Selatan,Lampung, , , ,0,5.22135215009386,0.181778824002799
538,Indonesia,BA03050040,,TASWIL5000020230907KABKOTA,"4326", , , , ,, ,,,0.00626175825068172,4, , ,,, , , ,0,0.00262143330491484,5.09055772300127e-07
539,Indonesia,BA03050040,,TASWIL5000020230907KABKOTA,"4326", , , , ,, ,,,0.000806657958841703,4, , ,,, , , ,0,0.00116678590254543,6.55780872113552e-08
540,Poso,BA03050040, ,TASWIL5000020230907KABKOTA,"4326", , , , ,, ,"72.02","72",7545.9088887523,4, , ,Poso,Sulawesi Tengah, , ,,0,5.1310995400357,0.613297992350823
541,Maluku Tenggara,BA03050040, ,TASWIL5000020230907KABKOTA,"4326", , , , ,, ,"81.02","81",1016.92330298908,4, , ,Maluku Tenggara,Maluku, , , ,0,5.87371063016421,0.0830124903660564
542,Manokwari Selatan,BA03050040, ,TASWIL5000020230907KABKOTA,"4326", , , , ,, ,"92.11","92",1837.09484763471,4, , ,Manokwari Selatan,Papua Barat, ,Manokwari,Papua,0,3.35946489988395,0.149300760219103
543,Wakatobi,BA03050040,Wilayah terapung,TASWIL5000020230907KABKOTA,"4326", , , , ,, ,"74.07","74",0.253355482027855,4, , ,Wakatobi,Sulawesi Tenggara, ,Buton, ,0,0.0291924563303641,2.06703594497706e-05
544,Wakatobi,BA03050040,Wilayah terapung,TASWIL5000020230907KABKOTA,"4326", , , , ,, ,"74.07","74",4.12006083394023,4, , ,Wakatobi,Sulawesi Tenggara, ,Buton, ,0,0.124432278786086,0.000336232999688296
545,Muna Barat,BA03050040,Wilayah terapung,TASWIL5000020230907KABKOTA,"4326", , , , ,, ,"74.13","74",0.273099429049383,4, , ,Muna Barat,Sulawesi Tenggara, ,Muna, ,0,0.0295594995643718,2.22679841874973e-05
546,Buton Utara,BA03050040,Wilayah terapung,TASWIL5000020230907KABKOTA,"4326", , , , ,, ,"74.10","74",0.0480497061254918,4, , ,Buton Utara,Sulawesi Tenggara, ,Muna, ,0,0.0168384250334487,3.91690268989906e-06
547,Muna,BA03050040,Wilayah terapung,TASWIL5000020230907KABKOTA,"4326", , , , ,, ,"74.03","74",0.170247083509852,4, , ,Muna,Sulawesi Tenggara, , , ,0,0.0399609418179559,1.38839187564526e-05
548,Buton,BA03050040,Wilayah terapung,TASWIL5000020230907KABKOTA,"4326", , , , ,, ,"74.04","74",0.188157250698736,4, , ,Buton,Sulawesi Tenggara, , , ,0,0.0397338812276906,1.53526521797424e-05
